PB Role URI	PB RoleSet	PB Role	VerbNet Role URI for FRED	VN_Role	VN_Sense	VerbNet VerbSense URI for FRED
https://w3id.org/framester/pb/pbdata/shift.01__0	shift.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shift_11010000	Agent	Shift_11010000	https://w3id.org/framester/vn/vn31/data/Shift_11010000
https://w3id.org/framester/pb/pbdata/shift.01__0	shift.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shift_26060200	Agent	Shift_26060200	https://w3id.org/framester/vn/vn31/data/Shift_26060200
https://w3id.org/framester/pb/pbdata/shift.01__1	shift.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shift_26060200	Patient	Shift_26060200	https://w3id.org/framester/vn/vn31/data/Shift_26060200
https://w3id.org/framester/pb/pbdata/shift.01__1	shift.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shift_11010000	Theme	Shift_11010000	https://w3id.org/framester/vn/vn31/data/Shift_11010000
https://w3id.org/framester/pb/pbdata/shift.01__2	shift.01	ARG2	https://w3id.org/framester/vn/vn31/data/Destination.shift_11010000	Destination	Shift_11010000	https://w3id.org/framester/vn/vn31/data/Shift_11010000
https://w3id.org/framester/pb/pbdata/shift.01__2	shift.01	ARG2	https://w3id.org/framester/vn/vn31/data/Goal.shift_26060200	Goal	Shift_26060200	https://w3id.org/framester/vn/vn31/data/Shift_26060200
https://w3id.org/framester/pb/pbdata/shift.01__3	shift.01	ARG3	https://w3id.org/framester/vn/vn31/data/Initial_Location.shift_11010000	Initial_Location	Shift_11010000	https://w3id.org/framester/vn/vn31/data/Shift_11010000
https://w3id.org/framester/pb/pbdata/shift.01__3	shift.01	ARG3	https://w3id.org/framester/vn/vn31/data/Source.shift_26060200	Source	Shift_26060200	https://w3id.org/framester/vn/vn31/data/Shift_26060200
https://w3id.org/framester/pb/pbdata/shimmer.01__1	shimmer.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shimmer_43010000	Theme	Shimmer_43010000	https://w3id.org/framester/vn/vn31/data/Shimmer_43010000
https://w3id.org/framester/pb/pbdata/shimmer.01__2	shimmer.01	ARG2	https://w3id.org/framester/vn/vn31/data/Agent.shimmer_43010000	Agent	Shimmer_43010000	https://w3id.org/framester/vn/vn31/data/Shimmer_43010000
https://w3id.org/framester/pb/pbdata/shimmer.02__0	shimmer.02	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.shimmer_43010000	Theme	Shimmer_43010000	https://w3id.org/framester/vn/vn31/data/Shimmer_43010000
https://w3id.org/framester/pb/pbdata/shimmer.02__1	shimmer.02	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.shimmer_43010000	Agent	Shimmer_43010000	https://w3id.org/framester/vn/vn31/data/Shimmer_43010000
https://w3id.org/framester/pb/pbdata/shimmer.02__LOC	shimmer.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.shimmer_43010000	Location	Shimmer_43010000	https://w3id.org/framester/vn/vn31/data/Shimmer_43010000
https://w3id.org/framester/pb/pbdata/shine.01__0	shine.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shine_43010000	Agent	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.01__1	shine.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shine_43010000	Theme	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.01__2	shine.01	ARG2	https://w3id.org/framester/vn/vn31/data/Location.shine_43010000	Location	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.01__LOC	shine.01	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.shine_43010000	Location	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.02__1	shine.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shine_43010000	Theme	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.02__2	shine.02	ARG2	https://w3id.org/framester/vn/vn31/data/Agent.shine_43010000	Agent	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shine.02__LOC	shine.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.shine_43010000	Location	Shine_43010000	https://w3id.org/framester/vn/vn31/data/Shine_43010000
https://w3id.org/framester/pb/pbdata/shit.01__0	shit.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shit_40010200	Agent	Shit_40010200	https://w3id.org/framester/vn/vn31/data/Shit_40010200
https://w3id.org/framester/pb/pbdata/shit.01__1	shit.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shit_40010200	Theme	Shit_40010200	https://w3id.org/framester/vn/vn31/data/Shit_40010200
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shiver_40010100	Agent	Shiver_40010100	https://w3id.org/framester/vn/vn31/data/Shiver_40010100
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.unnerve_31010000	Agent	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.shiver_40060000	Experiencer	Shiver_40060000	https://w3id.org/framester/vn/vn31/data/Shiver_40060000
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.unnerve_31010000	Experiencer	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.shiver_40010100	Stimulus	Shiver_40010100	https://w3id.org/framester/vn/vn31/data/Shiver_40010100
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.shiver_40060000	Stimulus	Shiver_40060000	https://w3id.org/framester/vn/vn31/data/Shiver_40060000
https://w3id.org/framester/pb/pbdata/shiver.01__0	shiver.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.unnerve_31010000	Stimulus	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.shiver_40010100	Agent	Shiver_40010100	https://w3id.org/framester/vn/vn31/data/Shiver_40010100
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.unnerve_31010000	Agent	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.shiver_40060000	Experiencer	Shiver_40060000	https://w3id.org/framester/vn/vn31/data/Shiver_40060000
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.unnerve_31010000	Experiencer	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.shiver_40010100	Stimulus	Shiver_40010100	https://w3id.org/framester/vn/vn31/data/Shiver_40010100
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.shiver_40060000	Stimulus	Shiver_40060000	https://w3id.org/framester/vn/vn31/data/Shiver_40060000
https://w3id.org/framester/pb/pbdata/shiver.01__1	shiver.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.unnerve_31010000	Stimulus	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shiver.01__LOC	shiver.01	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Experiencer.unnerve_31010000	Experiencer	Unnerve_31010000	https://w3id.org/framester/vn/vn31/data/Unnerve_31010000
https://w3id.org/framester/pb/pbdata/shock.01__0	shock.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.shock_31010000	Stimulus	Shock_31010000	https://w3id.org/framester/vn/vn31/data/Shock_31010000
https://w3id.org/framester/pb/pbdata/shock.01__1	shock.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.shock_31010000	Experiencer	Shock_31010000	https://w3id.org/framester/vn/vn31/data/Shock_31010000
https://w3id.org/framester/pb/pbdata/shoo.01__0	shoo.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shoo_10010000	Agent	Shoo_10010000	https://w3id.org/framester/vn/vn31/data/Shoo_10010000
https://w3id.org/framester/pb/pbdata/shoo.01__1	shoo.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shoo_10010000	Theme	Shoo_10010000	https://w3id.org/framester/vn/vn31/data/Shoo_10010000
https://w3id.org/framester/pb/pbdata/shoo.01__2	shoo.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.shoo_10010000	Source	Shoo_10010000	https://w3id.org/framester/vn/vn31/data/Shoo_10010000
https://w3id.org/framester/pb/pbdata/shoot.02__0	shoot.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shoot_42020000	Agent	Shoot_42020000	https://w3id.org/framester/vn/vn31/data/Shoot_42020000
https://w3id.org/framester/pb/pbdata/shoot.02__1	shoot.02	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shoot_42020000	Patient	Shoot_42020000	https://w3id.org/framester/vn/vn31/data/Shoot_42020000
https://w3id.org/framester/pb/pbdata/shoot.02__2	shoot.02	ARG2	https://w3id.org/framester/vn/vn31/data/Instrument.shoot_42020000	Instrument	Shoot_42020000	https://w3id.org/framester/vn/vn31/data/Shoot_42020000
https://w3id.org/framester/pb/pbdata/shoot.06__1	shoot.06	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shoot_42020000	Patient	Shoot_42020000	https://w3id.org/framester/vn/vn31/data/Shoot_42020000
https://w3id.org/framester/pb/pbdata/shop.01__0	shop.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shop_35020000	Agent	Shop_35020000	https://w3id.org/framester/vn/vn31/data/Shop_35020000
https://w3id.org/framester/pb/pbdata/shop.01__1	shop.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shop_35020000	Theme	Shop_35020000	https://w3id.org/framester/vn/vn31/data/Shop_35020000
https://w3id.org/framester/pb/pbdata/shoplift.01__0	shoplift.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shoplift_10050000	Agent	Shoplift_10050000	https://w3id.org/framester/vn/vn31/data/Shoplift_10050000
https://w3id.org/framester/pb/pbdata/shoplift.01__1	shoplift.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shoplift_10050000	Theme	Shoplift_10050000	https://w3id.org/framester/vn/vn31/data/Shoplift_10050000
https://w3id.org/framester/pb/pbdata/shoplift.01__2	shoplift.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.shoplift_10050000	Source	Shoplift_10050000	https://w3id.org/framester/vn/vn31/data/Shoplift_10050000
https://w3id.org/framester/pb/pbdata/shoplift.01__3	shoplift.01	ARG3	https://w3id.org/framester/vn/vn31/data/Beneficiary.shoplift_10050000	Beneficiary	Shoplift_10050000	https://w3id.org/framester/vn/vn31/data/Shoplift_10050000
https://w3id.org/framester/pb/pbdata/short.02__0	short.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.short_45040000	Agent	Short_45040000	https://w3id.org/framester/vn/vn31/data/Short_45040000
https://w3id.org/framester/pb/pbdata/short.02__1	short.02	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.short_45040000	Patient	Short_45040000	https://w3id.org/framester/vn/vn31/data/Short_45040000
https://w3id.org/framester/pb/pbdata/shorten.01__0	shorten.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shorten_45040000	Agent	Shorten_45040000	https://w3id.org/framester/vn/vn31/data/Shorten_45040000
https://w3id.org/framester/pb/pbdata/shorten.01__1	shorten.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shorten_45040000	Patient	Shorten_45040000	https://w3id.org/framester/vn/vn31/data/Shorten_45040000
https://w3id.org/framester/pb/pbdata/shoulder.01__0	shoulder.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shoulder_90100000	Agent	Shoulder_90100000	https://w3id.org/framester/vn/vn31/data/Shoulder_90100000
https://w3id.org/framester/pb/pbdata/shoulder.01__1	shoulder.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shoulder_90100000	Theme	Shoulder_90100000	https://w3id.org/framester/vn/vn31/data/Shoulder_90100000
https://w3id.org/framester/pb/pbdata/shout.01__0	shout.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shout_37030000	Agent	Shout_37030000	https://w3id.org/framester/vn/vn31/data/Shout_37030000
https://w3id.org/framester/pb/pbdata/shout.01__1	shout.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.shout_37030000	Topic	Shout_37030000	https://w3id.org/framester/vn/vn31/data/Shout_37030000
https://w3id.org/framester/pb/pbdata/shout.01__2	shout.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.shout_37030000	Recipient	Shout_37030000	https://w3id.org/framester/vn/vn31/data/Shout_37030000
https://w3id.org/framester/pb/pbdata/shout.01__LOC	shout.01	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Recipient.shout_37030000	Recipient	Shout_37030000	https://w3id.org/framester/vn/vn31/data/Shout_37030000
https://w3id.org/framester/pb/pbdata/shove.01__0	shove.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shove_23020000	Agent	Shove_23020000	https://w3id.org/framester/vn/vn31/data/Shove_23020000
https://w3id.org/framester/pb/pbdata/shove.01__1	shove.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shove_23020000	Patient	Shove_23020000	https://w3id.org/framester/vn/vn31/data/Shove_23020000
https://w3id.org/framester/pb/pbdata/shove.01__2	shove.01	ARG2	https://w3id.org/framester/vn/vn31/data/Co-Patient.shove_23020000	Co-Patient	Shove_23020000	https://w3id.org/framester/vn/vn31/data/Shove_23020000
https://w3id.org/framester/pb/pbdata/show.01__0	show.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.broadcast_37040000	Agent	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__0	show.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.show_40030200	Agent	Show_40030200	https://w3id.org/framester/vn/vn31/data/Show_40030200
https://w3id.org/framester/pb/pbdata/show.01__0	show.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.show_48010200	Agent	Show_48010200	https://w3id.org/framester/vn/vn31/data/Show_48010200
https://w3id.org/framester/pb/pbdata/show.01__0	show.01	ARG0	https://w3id.org/framester/vn/vn31/data/Recipient.broadcast_37040000	Recipient	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__0	show.01	ARG0	https://w3id.org/framester/vn/vn31/data/Topic.broadcast_37040000	Topic	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__1	show.01	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.broadcast_37040000	Agent	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__1	show.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.show_40030200	Patient	Show_40030200	https://w3id.org/framester/vn/vn31/data/Show_40030200
https://w3id.org/framester/pb/pbdata/show.01__1	show.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.show_48010200	Theme	Show_48010200	https://w3id.org/framester/vn/vn31/data/Show_48010200
https://w3id.org/framester/pb/pbdata/show.01__1	show.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.broadcast_37040000	Topic	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__2	show.01	ARG2	https://w3id.org/framester/vn/vn31/data/Agent.broadcast_37040000	Agent	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__2	show.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.broadcast_37040000	Recipient	Broadcast_37040000	https://w3id.org/framester/vn/vn31/data/Broadcast_37040000
https://w3id.org/framester/pb/pbdata/show.01__2	show.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.show_40030200	Recipient	Show_40030200	https://w3id.org/framester/vn/vn31/data/Show_40030200
https://w3id.org/framester/pb/pbdata/show.01__2	show.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.show_48010200	Recipient	Show_48010200	https://w3id.org/framester/vn/vn31/data/Show_48010200
https://w3id.org/framester/pb/pbdata/shower.01__0	shower.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shower_17020000	Agent	Shower_17020000	https://w3id.org/framester/vn/vn31/data/Shower_17020000
https://w3id.org/framester/pb/pbdata/shower.01__0	shower.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shower_41010100	Agent	Shower_41010100	https://w3id.org/framester/vn/vn31/data/Shower_41010100
https://w3id.org/framester/pb/pbdata/shower.01__1	shower.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shower_41010100	Patient	Shower_41010100	https://w3id.org/framester/vn/vn31/data/Shower_41010100
https://w3id.org/framester/pb/pbdata/shower.01__1	shower.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shower_17020000	Theme	Shower_17020000	https://w3id.org/framester/vn/vn31/data/Shower_17020000
https://w3id.org/framester/pb/pbdata/shower.01__1	shower.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shower_57000000	Theme	Shower_57000000	https://w3id.org/framester/vn/vn31/data/Shower_57000000
https://w3id.org/framester/pb/pbdata/shower.01__2	shower.01	ARG2	https://w3id.org/framester/vn/vn31/data/Destination.shower_17020000	Destination	Shower_17020000	https://w3id.org/framester/vn/vn31/data/Shower_17020000
https://w3id.org/framester/pb/pbdata/shred.01__0	shred.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shred_45010000	Agent	Shred_45010000	https://w3id.org/framester/vn/vn31/data/Shred_45010000
https://w3id.org/framester/pb/pbdata/shred.01__1	shred.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shred_45010000	Patient	Shred_45010000	https://w3id.org/framester/vn/vn31/data/Shred_45010000
https://w3id.org/framester/pb/pbdata/shred.01__2	shred.01	ARG2	https://w3id.org/framester/vn/vn31/data/Instrument.shred_45010000	Instrument	Shred_45010000	https://w3id.org/framester/vn/vn31/data/Shred_45010000
https://w3id.org/framester/pb/pbdata/shriek.01__0	shriek.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shriek_37030000	Agent	Shriek_37030000	https://w3id.org/framester/vn/vn31/data/Shriek_37030000
https://w3id.org/framester/pb/pbdata/shriek.01__0	shriek.01	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.shriek_43020000	Theme	Shriek_43020000	https://w3id.org/framester/vn/vn31/data/Shriek_43020000
https://w3id.org/framester/pb/pbdata/shriek.01__1	shriek.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.shriek_37030000	Topic	Shriek_37030000	https://w3id.org/framester/vn/vn31/data/Shriek_37030000
https://w3id.org/framester/pb/pbdata/shriek.01__2	shriek.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.shriek_37030000	Recipient	Shriek_37030000	https://w3id.org/framester/vn/vn31/data/Shriek_37030000
https://w3id.org/framester/pb/pbdata/shrimp.01__0	shrimp.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shrimp_13070000	Agent	Shrimp_13070000	https://w3id.org/framester/vn/vn31/data/Shrimp_13070000
https://w3id.org/framester/pb/pbdata/shrink.01__0	shrink.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shrink_45040000	Agent	Shrink_45040000	https://w3id.org/framester/vn/vn31/data/Shrink_45040000
https://w3id.org/framester/pb/pbdata/shrink.01__0	shrink.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.shrink_40050000	Stimulus	Shrink_40050000	https://w3id.org/framester/vn/vn31/data/Shrink_40050000
https://w3id.org/framester/pb/pbdata/shrink.01__1	shrink.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.shrink_40050000	Experiencer	Shrink_40050000	https://w3id.org/framester/vn/vn31/data/Shrink_40050000
https://w3id.org/framester/pb/pbdata/shrink.01__1	shrink.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shrink_45040000	Patient	Shrink_45040000	https://w3id.org/framester/vn/vn31/data/Shrink_45040000
https://w3id.org/framester/pb/pbdata/shrivel.01__0	shrivel.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shrivel_45040000	Agent	Shrivel_45040000	https://w3id.org/framester/vn/vn31/data/Shrivel_45040000
https://w3id.org/framester/pb/pbdata/shrivel.01__1	shrivel.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shrivel_45040000	Patient	Shrivel_45040000	https://w3id.org/framester/vn/vn31/data/Shrivel_45040000
https://w3id.org/framester/pb/pbdata/shroud.01__0	shroud.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shroud_90800000	Agent	Shroud_90800000	https://w3id.org/framester/vn/vn31/data/Shroud_90800000
https://w3id.org/framester/pb/pbdata/shroud.01__1	shroud.01	ARG1	https://w3id.org/framester/vn/vn31/data/Destination.shroud_90800000	Destination	Shroud_90800000	https://w3id.org/framester/vn/vn31/data/Shroud_90800000
https://w3id.org/framester/pb/pbdata/shroud.01__2	shroud.01	ARG2	https://w3id.org/framester/vn/vn31/data/Theme.shroud_90800000	Theme	Shroud_90800000	https://w3id.org/framester/vn/vn31/data/Shroud_90800000
https://w3id.org/framester/pb/pbdata/shudder.01__0	shudder.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.shudder_40060000	Experiencer	Shudder_40060000	https://w3id.org/framester/vn/vn31/data/Shudder_40060000
https://w3id.org/framester/pb/pbdata/shudder.01__1	shudder.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.shudder_40060000	Experiencer	Shudder_40060000	https://w3id.org/framester/vn/vn31/data/Shudder_40060000
https://w3id.org/framester/pb/pbdata/shudder.01__2	shudder.01	ARG2	https://w3id.org/framester/vn/vn31/data/Stimulus.shudder_40060000	Stimulus	Shudder_40060000	https://w3id.org/framester/vn/vn31/data/Shudder_40060000
https://w3id.org/framester/pb/pbdata/shuffle.01__0	shuffle.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shuffle_51050000	Agent	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.01__0	shuffle.01	ARG0	https://w3id.org/framester/vn/vn31/data/Patient.shuffle_51050000	Patient	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.01__0	shuffle.01	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.shuffle_51050000	Theme	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.01__1	shuffle.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shuffle_51050000	Patient	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.01__1	shuffle.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shuffle_51050000	Theme	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.02__0	shuffle.02	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.shuffle_51030200	Theme	Shuffle_51030200	https://w3id.org/framester/vn/vn31/data/Shuffle_51030200
https://w3id.org/framester/pb/pbdata/shuffle.02__1	shuffle.02	ARG1	https://w3id.org/framester/vn/vn31/data/Location.shuffle_51030200	Location	Shuffle_51030200	https://w3id.org/framester/vn/vn31/data/Shuffle_51030200
https://w3id.org/framester/pb/pbdata/shuffle.02__2	shuffle.02	ARG2	https://w3id.org/framester/vn/vn31/data/Location.shuffle_51030200	Location	Shuffle_51030200	https://w3id.org/framester/vn/vn31/data/Shuffle_51030200
https://w3id.org/framester/pb/pbdata/shuffle.02__DIR	shuffle.02	ARG-DIR	https://w3id.org/framester/vn/vn31/data/Agent.shuffle_51030200	Agent	Shuffle_51030200	https://w3id.org/framester/vn/vn31/data/Shuffle_51030200
https://w3id.org/framester/pb/pbdata/shuffle.02__LOC	shuffle.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.shuffle_51030200	Location	Shuffle_51030200	https://w3id.org/framester/vn/vn31/data/Shuffle_51030200
https://w3id.org/framester/pb/pbdata/shuffle.03__0	shuffle.03	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shuffle_40030200	Agent	Shuffle_40030200	https://w3id.org/framester/vn/vn31/data/Shuffle_40030200
https://w3id.org/framester/pb/pbdata/shuffle.03__1	shuffle.03	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shuffle_40030200	Patient	Shuffle_40030200	https://w3id.org/framester/vn/vn31/data/Shuffle_40030200
https://w3id.org/framester/pb/pbdata/shuffle.05__0	shuffle.05	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shuffle_51050000	Agent	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.05__0	shuffle.05	ARG0	https://w3id.org/framester/vn/vn31/data/Patient.shuffle_51050000	Patient	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.05__0	shuffle.05	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.shuffle_51050000	Theme	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.05__1	shuffle.05	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.shuffle_51050000	Patient	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shuffle.05__1	shuffle.05	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shuffle_51050000	Theme	Shuffle_51050000	https://w3id.org/framester/vn/vn31/data/Shuffle_51050000
https://w3id.org/framester/pb/pbdata/shun.01__0	shun.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.shun_52000000	Agent	Shun_52000000	https://w3id.org/framester/vn/vn31/data/Shun_52000000
https://w3id.org/framester/pb/pbdata/shun.01__1	shun.01	ARG1	https://w3id.org/framester/vn/vn31/data/Location.shun_52000000	Location	Shun_52000000	https://w3id.org/framester/vn/vn31/data/Shun_52000000
https://w3id.org/framester/pb/pbdata/shun.01__1	shun.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.shun_52000000	Theme	Shun_52000000	https://w3id.org/framester/vn/vn31/data/Shun_52000000
