pbrole	pbrolelabel	pbrolesup	varole
pbdata:disrobe-01__2	pblocalrole:attribute	pbschema:ARG2	
pbdata:disrobe-01__2	pblocalrole:attribute	pbschema:ARG-VSP	
pbdata:disrupt-01__0	pblocalrole:disrupter	pbschema:ARG0	va:Agent
pbdata:disrupt-01__0	pblocalrole:disrupter	pbschema:ARG-PAG	va:Agent
pbdata:disrupt-01__1	pblocalrole:entity_disrupted	pbschema:ARG1	va:Patient
pbdata:disrupt-01__1	pblocalrole:entity_disrupted	pbschema:ARG-PPT	va:Patient
pbdata:dissatisfy-01__0	pblocalrole:stimulus_of_dissatisfaction	pbschema:ARG0	va:Stimulus
pbdata:dissatisfy-01__0	pblocalrole:stimulus_of_dissatisfaction	pbschema:ARG-PAG	va:Stimulus
pbdata:dissatisfy-01__1	pblocalrole:dissatisfied_party	pbschema:ARG1	va:Experiencer
pbdata:dissatisfy-01__1	pblocalrole:dissatisfied_party	pbschema:ARG-PPT	va:Experiencer
pbdata:dissect-01__0	pblocalrole:mad_scientist	pbschema:ARG0	va:Agent
pbdata:dissect-01__0	pblocalrole:mad_scientist	pbschema:ARG-PAG	va:Agent
pbdata:dissect-01__1	pblocalrole:entity_dissected	pbschema:ARG1	va:Theme
pbdata:dissect-01__1	pblocalrole:entity_dissected	pbschema:ARG-PPT	va:Theme
pbdata:dissemble-01__0	pblocalrole:person_feigning	pbschema:ARG0	va:Agent
pbdata:dissemble-01__0	pblocalrole:person_feigning	pbschema:ARG-PAG	va:Agent
pbdata:disseminate-01__0	pblocalrole:scatterer	pbschema:ARG0	va:Agent
pbdata:disseminate-01__0	pblocalrole:scatterer	pbschema:ARG-PAG	va:Agent
pbdata:disseminate-01__1	pblocalrole:thing_spread	pbschema:ARG1	va:Theme
pbdata:disseminate-01__1	pblocalrole:thing_spread	pbschema:ARG-PPT	va:Theme
pbdata:dissent-01__0	pblocalrole:disagreer	pbschema:ARG0	va:Agent
pbdata:dissent-01__0	pblocalrole:disagreer	pbschema:ARG-PAG	va:Agent
pbdata:dissent-01__1	pblocalrole:disagreement	pbschema:ARG1	va:Patient
pbdata:dissent-01__1	pblocalrole:disagreement	pbschema:ARG-PPT	va:Patient
pbdata:disservice-01__0	pblocalrole:harmer	pbschema:ARG0	
pbdata:disservice-01__0	pblocalrole:harmer	pbschema:ARG-PAG	
pbdata:disservice-01__1	pblocalrole:thing_harmed	pbschema:ARG1	
pbdata:disservice-01__1	pblocalrole:thing_harmed	pbschema:ARG-PPT	
pbdata:disservice-01__2	pblocalrole:mention_of_disservice_itself	pbschema:ARG2	
pbdata:disservice-01__2	pblocalrole:mention_of_disservice_itself	pbschema:ARG-MNR	
pbdata:dissimilar-01__1	pblocalrole:first_thing_that_is_unalike	pbschema:ARG1	
pbdata:dissimilar-01__1	pblocalrole:first_thing_that_is_unalike	pbschema:ARG-PPT	
pbdata:dissimilar-01__2	pblocalrole:thing_arg0_is_unlike	pbschema:ARG2	
pbdata:dissimilar-01__2	pblocalrole:thing_arg0_is_unlike	pbschema:ARG-PPT	
pbdata:dissimilar-01__3	pblocalrole:characteristic_that_args_1_and_2_differ_on	pbschema:ARG3	
pbdata:dissimilar-01__3	pblocalrole:characteristic_that_args_1_and_2_differ_on	pbschema:ARG-VSP	
pbdata:dissimilate-01__0	pblocalrole:causal_agent	pbschema:ARG0	
pbdata:dissimilate-01__0	pblocalrole:causal_agent	pbschema:ARG-PAG	
pbdata:dissimilate-01__1	pblocalrole:entity_made_less_similar	pbschema:ARG1	
pbdata:dissimilate-01__1	pblocalrole:entity_made_less_similar	pbschema:ARG-PPT	
pbdata:dissimilate-01__2	pblocalrole:entity_arg_1_is_made_less_similar_from	pbschema:ARG2	
pbdata:dissimilate-01__2	pblocalrole:entity_arg_1_is_made_less_similar_from	pbschema:ARG-PPT	
pbdata:dissimulate-01__0	pblocalrole:person_feigning	pbschema:ARG0	va:Agent
pbdata:dissimulate-01__0	pblocalrole:person_feigning	pbschema:ARG-PAG	va:Agent
pbdata:dissimulate-01__1	pblocalrole:motives	pbschema:ARG1	va:Patient
pbdata:dissimulate-01__1	pblocalrole:motives	pbschema:ARG-PPT	va:Patient
pbdata:dissipate-01__0	pblocalrole:cause_of_dissipation	pbschema:ARG0	va:Cause
pbdata:dissipate-01__0	pblocalrole:cause_of_dissipation	pbschema:ARG-PAG	va:Cause
pbdata:dissipate-01__1	pblocalrole:thing_becoming_undense	pbschema:ARG1	va:Theme
pbdata:dissipate-01__1	pblocalrole:thing_becoming_undense	pbschema:ARG-PPT	va:Theme
pbdata:dissociate-01__0	pblocalrole:causer_of_non-association	pbschema:ARG0	va:Agent
pbdata:dissociate-01__0	pblocalrole:causer_of_non-association	pbschema:ARG-PAG	va:Agent
pbdata:dissociate-01__1	pblocalrole:thing_not_associated	pbschema:ARG1	va:Theme
pbdata:dissociate-01__1	pblocalrole:thing_not_associated	pbschema:ARG-PPT	va:Theme
pbdata:dissociate-01__2	pblocalrole:separated_from	pbschema:ARG2	va:Co-Theme
pbdata:dissociate-01__2	pblocalrole:separated_from	pbschema:ARG-PPT	va:Co-Theme
pbdata:dissolve-01__0	pblocalrole:causer	pbschema:ARG0	va:Agent
pbdata:dissolve-01__0	pblocalrole:causer	pbschema:ARG-PAG	va:Agent
pbdata:dissolve-01__1	pblocalrole:thing_dissolving	pbschema:ARG1	va:Patient
pbdata:dissolve-01__1	pblocalrole:thing_dissolving	pbschema:ARG-PPT	va:Patient
pbdata:dissolve-01__2	pblocalrole:medium	pbschema:ARG2	va:Instrument
pbdata:dissolve-01__2	pblocalrole:medium	pbschema:ARG-GOL	va:Instrument
pbdata:dissolve-01__3	pblocalrole:into_components	pbschema:ARG3	va:Result
pbdata:dissolve-01__3	pblocalrole:into_components	pbschema:ARG-PRD	va:Result
pbdata:dissuade-01__0	pblocalrole:convincer	pbschema:ARG0	va:Agent
pbdata:dissuade-01__0	pblocalrole:convincer	pbschema:ARG-PAG	va:Agent
pbdata:dissuade-01__1	pblocalrole:impelled_agent	pbschema:ARG1	va:Patient
pbdata:dissuade-01__1	pblocalrole:impelled_agent	pbschema:ARG-PPT	va:Patient
pbdata:dissuade-01__2	pblocalrole:impelled_action	pbschema:ARG2	va:Result
pbdata:dissuade-01__2	pblocalrole:impelled_action	pbschema:ARG-PPT	va:Result
pbdata:distal-01__1	pblocalrole:topic	pbschema:ARG1	
pbdata:distal-01__1	pblocalrole:topic	pbschema:ARG-PPT	
pbdata:distal-01__2	pblocalrole:distal_to	pbschema:ARG2	
pbdata:distal-01__2	pblocalrole:distal_to	pbschema:ARG-LOC	
pbdata:distance-01__0	pblocalrole:causer_of_distance	pbschema:ARG0	va:Agent
pbdata:distance-01__0	pblocalrole:causer_of_distance	pbschema:ARG-PAG	va:Agent
pbdata:distance-01__1	pblocalrole:first_thing	pbschema:ARG1	va:Theme
pbdata:distance-01__1	pblocalrole:first_thing	pbschema:ARG-PPT	va:Theme
pbdata:distance-01__2	pblocalrole:second_thing	pbschema:ARG2	va:Source
pbdata:distance-01__2	pblocalrole:second_thing	pbschema:ARG-PPT	va:Source
pbdata:distant-02__0	pblocalrole:causer_of_distance	pbschema:ARG0	
pbdata:distant-02__0	pblocalrole:causer_of_distance	pbschema:ARG-PAG	
pbdata:distant-02__1	pblocalrole:first_distant_thing	pbschema:ARG1	
pbdata:distant-02__1	pblocalrole:first_distant_thing	pbschema:ARG-PPT	
pbdata:distant-02__2	pblocalrole:second_thing	pbschema:ARG2	
pbdata:distant-02__2	pblocalrole:second_thing	pbschema:ARG-PPT	
pbdata:distemper-01__0	pblocalrole:causer_of_pigmentation	pbschema:ARG0	
pbdata:distemper-01__0	pblocalrole:causer_of_pigmentation	pbschema:ARG-PAG	
pbdata:distemper-01__1	pblocalrole:thing_pigmented	pbschema:ARG1	
pbdata:distemper-01__1	pblocalrole:thing_pigmented	pbschema:ARG-PPT	
pbdata:distemper-01__2	pblocalrole:the_color_itself	pbschema:ARG2	
pbdata:distemper-01__2	pblocalrole:the_color_itself	pbschema:ARG-PRD	
pbdata:distend-01__0	pblocalrole:expander	pbschema:ARG0	
pbdata:distend-01__0	pblocalrole:expander	pbschema:ARG-PAG	
pbdata:distend-01__1	pblocalrole:distended_thing	pbschema:ARG1	
pbdata:distend-01__1	pblocalrole:distended_thing	pbschema:ARG-PPT	
pbdata:distill-01__0	pblocalrole:remover_of_impurities	pbschema:ARG0	va:Agent
pbdata:distill-01__0	pblocalrole:remover_of_impurities	pbschema:ARG-PAG	va:Agent
pbdata:distill-01__1	pblocalrole:impurities	pbschema:ARG1	va:Theme
pbdata:distill-01__1	pblocalrole:impurities	pbschema:ARG-PPT	va:Theme
pbdata:distill-01__2	pblocalrole:source	pbschema:ARG2	va:Source
pbdata:distill-01__2	pblocalrole:source	pbschema:ARG-DIR	va:Source
pbdata:distinguish-01__0	pblocalrole:entity_causing_separation	pbschema:ARG0	va:Agent
pbdata:distinguish-01__0	pblocalrole:entity_causing_separation	pbschema:ARG-PAG	va:Agent
pbdata:distinguish-01__1	pblocalrole:thing_being_divided	pbschema:ARG1	va:Patient
pbdata:distinguish-01__1	pblocalrole:thing_being_divided	pbschema:ARG-PPT	va:Patient
pbdata:distinguish-01__2	pblocalrole:source	pbschema:ARG2	va:Co-Patient
pbdata:distinguish-01__2	pblocalrole:source	pbschema:ARG-DIR	va:Co-Patient
pbdata:distort-01__0	pblocalrole:alterer	pbschema:ARG0	va:Agent
pbdata:distort-01__0	pblocalrole:alterer	pbschema:ARG-PAG	va:Agent
pbdata:distort-01__1	pblocalrole:thing_distorted	pbschema:ARG1	va:Theme
pbdata:distort-01__1	pblocalrole:thing_distorted	pbschema:ARG-VSP	va:Theme
pbdata:distract-01__0	pblocalrole:agent_or_stimulus	pbschema:ARG0	va:Agent
pbdata:distract-01__0	pblocalrole:agent_or_stimulus	pbschema:ARG-PAG	va:Agent
pbdata:distract-01__1	pblocalrole:entity_distracted	pbschema:ARG1	va:Experiencer
pbdata:distract-01__1	pblocalrole:entity_distracted	pbschema:ARG-PPT	va:Experiencer
pbdata:distract-01__2	pblocalrole:entity_distracted_from	pbschema:ARG2	va:Stimulus
pbdata:distract-01__2	pblocalrole:entity_distracted_from	pbschema:ARG-PRD	va:Stimulus
pbdata:distrain-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:distrain-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:distrain-01__1	pblocalrole:commodity_taken	pbschema:ARG1	
pbdata:distrain-01__1	pblocalrole:commodity_taken	pbschema:ARG-PPT	
pbdata:distress-01__0	pblocalrole:cause	pbschema:ARG0	va:Stimulus
pbdata:distress-01__0	pblocalrole:cause	pbschema:ARG-PAG	va:Stimulus
pbdata:distress-01__1	pblocalrole:distressed_entity	pbschema:ARG1	va:Experiencer
pbdata:distress-01__1	pblocalrole:distressed_entity	pbschema:ARG-PPT	va:Experiencer
pbdata:distress-01__2	pblocalrole:instrument	pbschema:ARG2	va:Instrument
pbdata:distress-01__2	pblocalrole:instrument	pbschema:ARG-MNR	va:Instrument
pbdata:distribute-01__0	pblocalrole:distributor	pbschema:ARG0	va:Agent
pbdata:distribute-01__0	pblocalrole:distributor	pbschema:ARG-PAG	va:Agent
pbdata:distribute-01__1	pblocalrole:thing_distributed	pbschema:ARG1	va:Theme
pbdata:distribute-01__1	pblocalrole:thing_distributed	pbschema:ARG-PPT	va:Theme
pbdata:distribute-01__2	pblocalrole:distributed_to	pbschema:ARG2	va:Recipient
pbdata:distribute-01__2	pblocalrole:distributed_to	pbschema:ARG-GOL	va:Recipient
pbdata:distribution-range-91__1	pblocalrole:center	pbschema:ARG1	
pbdata:distribution-range-91__2	pblocalrole:lower_bound	pbschema:ARG2	
pbdata:distribution-range-91__3	pblocalrole:upper_bound	pbschema:ARG3	
pbdata:distribution-range-91__4	pblocalrole:radius	pbschema:ARG4	
pbdata:distribution-range-91__5	pblocalrole:confidence_that_value_is_in_range	pbschema:ARG5	
pbdata:distribution-range-91__6	pblocalrole:deviation_covered_by_range	pbschema:ARG6	
pbdata:distribution-range-91__7	type_of_distribution		
pbdata:distrust-01__0	pblocalrole:distruster	pbschema:ARG0	va:Agent
pbdata:distrust-01__0	pblocalrole:distruster	pbschema:ARG-PPT	va:Agent
pbdata:distrust-01__1	pblocalrole:something	pbschema:ARG1	va:Theme
pbdata:distrust-01__1	pblocalrole:something	pbschema:ARG-PAG	va:Theme
pbdata:distrust-01__2	pblocalrole:attribute	pbschema:ARG2	va:Goal
pbdata:distrust-01__2	pblocalrole:attribute	pbschema:ARG-PRD	va:Goal
pbdata:disturb-01__0	pblocalrole:disturber	pbschema:ARG0	va:Agent
pbdata:disturb-01__0	pblocalrole:disturber	pbschema:ARG-PAG	va:Agent
pbdata:disturb-01__1	pblocalrole:disturbed	pbschema:ARG1	va:Experiencer
pbdata:disturb-01__1	pblocalrole:disturbed	pbschema:ARG-PPT	va:Experiencer
pbdata:disturb-01__2	pblocalrole:instrument	pbschema:ARG2	va:Stimulus
pbdata:disturb-01__2	pblocalrole:instrument	pbschema:ARG-MNR	va:Stimulus
pbdata:ditch-01__0	pblocalrole:ditcher	pbschema:ARG0	
pbdata:ditch-01__0	pblocalrole:ditcher	pbschema:ARG-PAG	
pbdata:ditch-01__1	pblocalrole:entity_left_behind	pbschema:ARG1	
pbdata:ditch-01__1	pblocalrole:entity_left_behind	pbschema:ARG-PPT	
pbdata:dither-01__0	pblocalrole:ditherer	pbschema:ARG0	
pbdata:dither-01__0	pblocalrole:ditherer	pbschema:ARG-PAG	
pbdata:diurese-01__0	pblocalrole:causer_of_diuresis	pbschema:ARG0	
pbdata:diurese-01__0	pblocalrole:causer_of_diuresis	pbschema:ARG-PAG	
pbdata:diurese-01__1	pblocalrole:experiencer_of_diuresis	pbschema:ARG1	
pbdata:diurese-01__1	pblocalrole:experiencer_of_diuresis	pbschema:ARG-PPT	
pbdata:divaricate-01__0	pblocalrole:causer_of_branching	pbschema:ARG0	
pbdata:divaricate-01__0	pblocalrole:causer_of_branching	pbschema:ARG-PAG	
pbdata:divaricate-01__1	pblocalrole:thing_splitting	pbschema:ARG1	
pbdata:divaricate-01__1	pblocalrole:thing_splitting	pbschema:ARG-PPT	
pbdata:dive-01__0	pblocalrole:diver	pbschema:ARG0	va:Patient
pbdata:dive-01__0	pblocalrole:diver	pbschema:ARG-PAG	va:Patient
pbdata:dive-01__1	pblocalrole:area	pbschema:ARG1	va:Destination
pbdata:dive-01__1	pblocalrole:area	pbschema:ARG-LOC	va:Destination
pbdata:dive-01__2	pblocalrole:dive_for	pbschema:ARG2	va:Goal
pbdata:dive-01__2	pblocalrole:dive_for	pbschema:ARG-PPT	va:Goal
pbdata:dive-02__1	pblocalrole:thing_falling	pbschema:ARG1	va:Patient
pbdata:dive-02__1	pblocalrole:thing_falling	pbschema:ARG-PPT	va:Patient
pbdata:dive-02__2	pblocalrole:extent	pbschema:ARG2	va:Extent
pbdata:dive-02__2	pblocalrole:extent	pbschema:ARG-EXT	va:Extent
pbdata:dive-02__3	pblocalrole:start_point	pbschema:ARG3	va:Source
pbdata:dive-02__3	pblocalrole:start_point	pbschema:ARG-DIR	va:Source
pbdata:dive-02__4	pblocalrole:end_point	pbschema:ARG4	va:Goal
pbdata:dive-02__4	pblocalrole:end_point	pbschema:ARG-PRD	va:Goal
pbdata:diverge-01__0	pblocalrole:entities_diverging	pbschema:ARG0	va:Patient
pbdata:diverge-01__0	pblocalrole:entities_diverging	pbschema:ARG-PPT	va:Patient
pbdata:diverge-01__1	pblocalrole:second_entity	pbschema:ARG1	
pbdata:diverge-01__1	pblocalrole:second_entity	pbschema:ARG-PPT	
pbdata:diversify-01__0	pblocalrole:causal_agent	pbschema:ARG0	va:Patient
pbdata:diversify-01__0	pblocalrole:causal_agent	pbschema:ARG-PAG	va:Patient
pbdata:diversify-01__1	pblocalrole:thing_becoming_diverse	pbschema:ARG1	va:Result
pbdata:diversify-01__1	pblocalrole:thing_becoming_diverse	pbschema:ARG-PPT	va:Result
pbdata:diversify-01__2	pblocalrole:destination	pbschema:ARG2	va:Source
pbdata:diversify-01__2	pblocalrole:destination	pbschema:ARG-GOL	va:Source
pbdata:diversify-01__3	pblocalrole:source	pbschema:ARG3	
pbdata:diversify-01__3	pblocalrole:source	pbschema:ARG-DIR	
pbdata:divert-01__0	pblocalrole:stimulus_of_turning	pbschema:ARG0	va:Agent
pbdata:divert-01__0	pblocalrole:stimulus_of_turning	pbschema:ARG-PAG	va:Agent
pbdata:divert-01__1	pblocalrole:thing_turning	pbschema:ARG1	va:Theme
pbdata:divert-01__1	pblocalrole:thing_turning	pbschema:ARG-PPT	va:Theme
pbdata:divert-01__2	pblocalrole:from	pbschema:ARG2	va:Source
pbdata:divert-01__2	pblocalrole:from	pbschema:ARG-DIR	va:Source
pbdata:divert-01__3	pblocalrole:to	pbschema:ARG3	va:Destination
pbdata:divert-01__3	pblocalrole:to	pbschema:ARG-GOL	va:Destination
pbdata:divest-01__0	pblocalrole:entity_removing	pbschema:ARG0	va:Agent
pbdata:divest-01__0	pblocalrole:entity_removing	pbschema:ARG-PAG	va:Agent
pbdata:divest-01__1	pblocalrole:thing_being_removed	pbschema:ARG1	va:Patient
pbdata:divest-01__1	pblocalrole:thing_being_removed	pbschema:ARG-PPT	va:Patient
pbdata:divest-01__2	pblocalrole:removed_from	pbschema:ARG2	va:Source
pbdata:divest-01__2	pblocalrole:removed_from	pbschema:ARG-DIR	va:Source
pbdata:divide-01__0	pblocalrole:entity_performing_calculation	pbschema:ARG0	va:Agent
pbdata:divide-01__0	pblocalrole:entity_performing_calculation	pbschema:ARG-PAG	va:Agent
pbdata:divide-01__1	pblocalrole:first_operand	pbschema:ARG1	va:Patient
pbdata:divide-01__1	pblocalrole:first_operand	pbschema:ARG-PPT	va:Patient
pbdata:divide-01__2	pblocalrole:second_operand	pbschema:ARG2	va:Co-Patient
pbdata:divide-01__2	pblocalrole:second_operand	pbschema:ARG-PPT	va:Co-Patient
pbdata:divide-01__3	pblocalrole:resulting_quantity	pbschema:ARG3	
pbdata:divide-01__3	pblocalrole:resulting_quantity	pbschema:ARG-PRD	
pbdata:divide-02__0	pblocalrole:topic	pbschema:ARG0	va:Agent
pbdata:divide-02__0	pblocalrole:topic	pbschema:ARG-CAU	va:Agent
pbdata:divide-02__0	pblocalrole:topic	pbschema:ARG0	va:Agent
pbdata:divide-02__0	pblocalrole:topic	pbschema:ARG-CAU	va:Agent
pbdata:divide-02__1	pblocalrole:separated_entity	pbschema:ARG1	va:Patient
pbdata:divide-02__1	pblocalrole:separated_entity	pbschema:ARG-PPT	va:Patient
pbdata:divide-02__2	pblocalrole:divided_among	pbschema:ARG2	va:Result
pbdata:divide-02__2	pblocalrole:divided_among	pbschema:ARG-GOL	va:Result
pbdata:divide-02__3	pblocalrole:other_entity_separated_from	pbschema:ARG3	
pbdata:divide-02__3	pblocalrole:other_entity_separated_from	pbschema:ARG-DIR	
pbdata:divide-up-03__0	pblocalrole:agent	pbschema:ARG0	
pbdata:divide-up-03__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:divide-up-03__1	pblocalrole:entity_divided_up_2	pbschema:ARG1	
pbdata:divide-up-03__1	pblocalrole:entity_divided_up_2	pbschema:ARG-PPT	
pbdata:divide-up-03__2	pblocalrole:smaller_units_arg_1_is_divided_into	pbschema:ARG2	
pbdata:divide-up-03__2	pblocalrole:smaller_units_arg_1_is_divided_into	pbschema:ARG-GOL	
pbdata:divine-01__0	pblocalrole:intuiter	pbschema:ARG0	
pbdata:divine-01__0	pblocalrole:intuiter	pbschema:ARG-PAG	
pbdata:divine-01__1	pblocalrole:intuited	pbschema:ARG1	
pbdata:divine-01__1	pblocalrole:intuited	pbschema:ARG-PPT	
pbdata:divorce-01__0	pblocalrole:initiator_of_end_of_marriage	pbschema:ARG0	va:Theme
pbdata:divorce-01__0	pblocalrole:initiator_of_end_of_marriage	pbschema:ARG-PAG	va:Theme
pbdata:divorce-01__1	pblocalrole:ex-spouse	pbschema:ARG1	va:Co-Theme
pbdata:divorce-01__1	pblocalrole:ex-spouse	pbschema:ARG-COM	va:Co-Theme
pbdata:divorce-02__0	pblocalrole:causer_of_separation	pbschema:ARG0	va:Agent
pbdata:divorce-02__0	pblocalrole:causer_of_separation	pbschema:ARG-PAG	va:Agent
pbdata:divorce-02__1	pblocalrole:entity_separated	pbschema:ARG1	va:Theme
pbdata:divorce-02__1	pblocalrole:entity_separated	pbschema:ARG-PPT	va:Theme
pbdata:divorce-02__2	pblocalrole:entity_separated_from	pbschema:ARG2	va:Co-Theme
pbdata:divorce-02__2	pblocalrole:entity_separated_from	pbschema:ARG-PPT	va:Co-Theme
pbdata:divulge-01__0	pblocalrole:sayer	pbschema:ARG0	va:Agent
pbdata:divulge-01__0	pblocalrole:sayer	pbschema:ARG-PAG	va:Agent
pbdata:divulge-01__1	pblocalrole:utterance	pbschema:ARG1	va:Topic
pbdata:divulge-01__1	pblocalrole:utterance	pbschema:ARG-PPT	va:Topic
pbdata:divulge-01__2	pblocalrole:hearer	pbschema:ARG2	va:Recipient
pbdata:divulge-01__2	pblocalrole:hearer	pbschema:ARG-GOL	va:Recipient
pbdata:divvy-up-01__0	pblocalrole:divider	pbschema:ARG0	
pbdata:divvy-up-01__0	pblocalrole:divider	pbschema:ARG-PAG	
pbdata:divvy-up-01__1	pblocalrole:thing_divided	pbschema:ARG1	
pbdata:divvy-up-01__1	pblocalrole:thing_divided	pbschema:ARG-PPT	
pbdata:divvy-up-01__2	pblocalrole:portions	pbschema:ARG2	
pbdata:divvy-up-01__2	pblocalrole:portions	pbschema:ARG-GOL	
pbdata:dizzy-01__0	pblocalrole:causer_of_dizziness	pbschema:ARG0	va:Stimulus
pbdata:dizzy-01__0	pblocalrole:causer_of_dizziness	pbschema:ARG-PAG	va:Stimulus
pbdata:dizzy-01__1	pblocalrole:dizzy_entity	pbschema:ARG1	va:Experiencer
pbdata:dizzy-01__1	pblocalrole:dizzy_entity	pbschema:ARG-PPT	va:Experiencer
pbdata:dizzy-02__0	pblocalrole:causer_of_dizziness	pbschema:ARG0	
pbdata:dizzy-02__0	pblocalrole:causer_of_dizziness	pbschema:ARG-PAG	
pbdata:dizzy-02__1	pblocalrole:dizzy_entity	pbschema:ARG1	
pbdata:dizzy-02__1	pblocalrole:dizzy_entity	pbschema:ARG-PPT	
pbdata:dj-01__0	pblocalrole:dj	pbschema:ARG0	
pbdata:dj-01__0	pblocalrole:dj	pbschema:ARG-PAG	
pbdata:dj-01__1	pblocalrole:event_in_need_of_a_musical_host	pbschema:ARG1	
pbdata:dj-01__1	pblocalrole:event_in_need_of_a_musical_host	pbschema:ARG-LOC	
pbdata:dni-01__0	pblocalrole:doctor	pbschema:ARG0	
pbdata:dni-01__0	pblocalrole:doctor	pbschema:ARG-PAG	
pbdata:dni-01__1	pblocalrole:patient	pbschema:ARG1	
pbdata:dni-01__1	pblocalrole:patient	pbschema:ARG-PPT	
pbdata:dnr-01__0	pblocalrole:doctor	pbschema:ARG0	
pbdata:dnr-01__0	pblocalrole:doctor	pbschema:ARG-PAG	
pbdata:dnr-01__1	pblocalrole:patient	pbschema:ARG1	
pbdata:dnr-01__1	pblocalrole:patient	pbschema:ARG-PPT	
pbdata:do-02__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:do-02__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:do-02__1	pblocalrole:thing_done	pbschema:ARG1	va:Theme
pbdata:do-02__1	pblocalrole:thing_done	pbschema:ARG-PPT	va:Theme
pbdata:do-02__2	pblocalrole:benefactive	pbschema:ARG2	va:Goal
pbdata:do-02__2	pblocalrole:benefactive	pbschema:ARG-GOL	va:Goal
pbdata:do-02__3	pblocalrole:instrumental	pbschema:ARG3	va:Instrument
pbdata:do-02__3	pblocalrole:instrumental	pbschema:ARG-MNR	va:Instrument
pbdata:do-02__4	pblocalrole:comitative	pbschema:ARG4	va:Co-Agent
pbdata:do-02__4	pblocalrole:comitative	pbschema:ARG-COM	va:Co-Agent
pbdata:do-04__0	pblocalrole:doer	pbschema:ARG0	va:Agent
pbdata:do-04__0	pblocalrole:doer	pbschema:ARG-PAG	va:Agent
pbdata:do-04__1	pblocalrole:thing_with_which_something_has_to_do	pbschema:ARG1	va:Theme
pbdata:do-04__1	pblocalrole:thing_with_which_something_has_to_do	pbschema:ARG-PPT	va:Theme
pbdata:do-04__2	pblocalrole:thing_done	pbschema:ARG2	va:Co-Theme
pbdata:do-04__2	pblocalrole:thing_done	pbschema:ARG-PRD	va:Co-Theme
pbdata:do-11__0	pblocalrole:entity_serving_time	pbschema:ARG0	
pbdata:do-11__0	pblocalrole:entity_serving_time	pbschema:ARG-PAG	
pbdata:do-11__1	pblocalrole:time	pbschema:ARG1	
pbdata:do-11__1	pblocalrole:time	pbschema:ARG-PPT	
pbdata:do-12__1	pblocalrole:thing_that_suffices	pbschema:ARG1	
pbdata:do-12__1	pblocalrole:thing_that_suffices	pbschema:ARG-PPT	
pbdata:do-12__2	pblocalrole:for	pbschema:ARG2	
pbdata:do-12__2	pblocalrole:for	pbschema:ARG-VSP	
pbdata:do-away-05__0	pblocalrole:eliminator	pbschema:ARG0	
pbdata:do-away-05__0	pblocalrole:eliminator	pbschema:ARG-PAG	
pbdata:do-away-05__1	pblocalrole:eliminated	pbschema:ARG1	
pbdata:do-away-05__1	pblocalrole:eliminated	pbschema:ARG-PPT	
pbdata:do-in-03__0	pblocalrole:killer	pbschema:ARG0	
pbdata:do-in-03__0	pblocalrole:killer	pbschema:ARG-PAG	
pbdata:do-in-03__1	pblocalrole:corpse	pbschema:ARG1	
pbdata:do-in-03__1	pblocalrole:corpse	pbschema:ARG-PPT	
pbdata:doable-10__0	pblocalrole:doer	pbschema:ARG0	
pbdata:doable-10__0	pblocalrole:doer	pbschema:ARG-PAG	
pbdata:doable-10__1	pblocalrole:done	pbschema:ARG1	
pbdata:doable-10__1	pblocalrole:done	pbschema:ARG-PPT	
pbdata:docile-01__1	pblocalrole:gentle_one	pbschema:ARG1	
pbdata:docile-01__1	pblocalrole:gentle_one	pbschema:ARG-PPT	
pbdata:dock-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:dock-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:dock-01__1	pblocalrole:thing_docked	pbschema:ARG1	va:Patient
pbdata:dock-01__1	pblocalrole:thing_docked	pbschema:ARG-PPT	va:Patient
pbdata:dock-01__2	pblocalrole:destination	pbschema:ARG2	va:Location
pbdata:dock-01__2	pblocalrole:destination	pbschema:ARG-GOL	va:Location
pbdata:doctor-01__0	pblocalrole:causer_of_change	pbschema:ARG0	
pbdata:doctor-01__0	pblocalrole:causer_of_change	pbschema:ARG-PAG	
pbdata:doctor-01__1	pblocalrole:entity_doctored	pbschema:ARG1	
pbdata:doctor-01__1	pblocalrole:entity_doctored	pbschema:ARG-GOL	
pbdata:document-01__0	pblocalrole:provider_of_evidence	pbschema:ARG0	va:Agent
pbdata:document-01__0	pblocalrole:provider_of_evidence	pbschema:ARG-PAG	va:Agent
pbdata:document-01__1	pblocalrole:thing_documented	pbschema:ARG1	va:Theme
pbdata:document-01__1	pblocalrole:thing_documented	pbschema:ARG-PPT	va:Theme
pbdata:dodder-01__1	pblocalrole:entity_moving	pbschema:ARG1	
pbdata:dodder-01__1	pblocalrole:entity_moving	pbschema:ARG-PPT	
pbdata:dodder-01__2	pblocalrole:start_point	pbschema:ARG2	
pbdata:dodder-01__2	pblocalrole:start_point	pbschema:ARG-DIR	
pbdata:dodder-01__3	pblocalrole:end_point	pbschema:ARG3	
pbdata:dodder-01__3	pblocalrole:end_point	pbschema:ARG-GOL	
