pbrole	pbrolelabel	pbrolesup	varole
pbdata:subscribe-02__0	pblocalrole:contributor	pbschema:ARG0	va:Agent
pbdata:subscribe-02__0	pblocalrole:contributor	pbschema:ARG-PAG	va:Agent
pbdata:subscribe-02__1	pblocalrole:thing_contributed	pbschema:ARG1	va:Theme
pbdata:subscribe-02__1	pblocalrole:thing_contributed	pbschema:ARG-PPT	va:Theme
pbdata:subselect-01__0	pblocalrole:selector	pbschema:ARG0	
pbdata:subselect-01__0	pblocalrole:selector	pbschema:ARG-PAG	
pbdata:subselect-01__1	pblocalrole:entity_selected	pbschema:ARG1	
pbdata:subselect-01__1	pblocalrole:entity_selected	pbschema:ARG-PPT	
pbdata:subselect-01__2	pblocalrole:selected_from	pbschema:ARG2	
pbdata:subselect-01__2	pblocalrole:selected_from	pbschema:ARG-DIR	
pbdata:subselect-01__3	pblocalrole:attribute	pbschema:ARG3	
pbdata:subselect-01__3	pblocalrole:attribute	pbschema:ARG-PRD	
pbdata:subservient-01__0	pblocalrole:subservient_one	pbschema:ARG0	
pbdata:subservient-01__0	pblocalrole:subservient_one	pbschema:ARG-PAG	
pbdata:subservient-01__1	pblocalrole:master	pbschema:ARG1	
pbdata:subservient-01__1	pblocalrole:master	pbschema:ARG-PPT	
pbdata:subservient-01__2	pblocalrole:domain_of_servitude	pbschema:ARG2	
pbdata:subservient-01__2	pblocalrole:domain_of_servitude	pbschema:ARG-VSP	
pbdata:subside-01__1	pblocalrole:entity_decreasing	pbschema:ARG1	va:Patient
pbdata:subside-01__1	pblocalrole:entity_decreasing	pbschema:ARG-PPT	va:Patient
pbdata:subside-01__2	pblocalrole:decreasing_to	pbschema:ARG2	va:Extent
pbdata:subside-01__2	pblocalrole:decreasing_to	pbschema:ARG-EXT	va:Extent
pbdata:subside-02__0	pblocalrole:causer_of_ground_sinking	pbschema:ARG0	
pbdata:subside-02__0	pblocalrole:causer_of_ground_sinking	pbschema:ARG-PAG	
pbdata:subside-02__1	pblocalrole:the_ground	pbschema:ARG1	
pbdata:subside-02__1	pblocalrole:the_ground	pbschema:ARG-PPT	
pbdata:subsidize-01__0	pblocalrole:assister	pbschema:ARG0	va:Agent
pbdata:subsidize-01__0	pblocalrole:assister	pbschema:ARG-PAG	va:Agent
pbdata:subsidize-01__1	pblocalrole:entity_subsidized	pbschema:ARG1	va:Beneficiary
pbdata:subsidize-01__1	pblocalrole:entity_subsidized	pbschema:ARG-PPT	va:Beneficiary
pbdata:subsist-01__0	pblocalrole:entity_subsisting	pbschema:ARG0	
pbdata:subsist-01__0	pblocalrole:entity_subsisting	pbschema:ARG-PAG	
pbdata:subsist-01__1	pblocalrole:subsisting_on_what	pbschema:ARG1	
pbdata:subsist-01__1	pblocalrole:subsisting_on_what	pbschema:ARG-PPT	
pbdata:substantial-02__1	pblocalrole:thing_having_great_substance	pbschema:ARG1	
pbdata:substantial-02__1	pblocalrole:thing_having_great_substance	pbschema:ARG-PPT	
pbdata:substantial-02__2	pblocalrole:specific_aspect_of_arg1_that_is_substantial	pbschema:ARG2	
pbdata:substantial-02__2	pblocalrole:specific_aspect_of_arg1_that_is_substantial	pbschema:ARG-VSP	
pbdata:substantiate-01__0	pblocalrole:prover	pbschema:ARG0	va:Agent
pbdata:substantiate-01__0	pblocalrole:prover	pbschema:ARG-PAG	va:Agent
pbdata:substantiate-01__1	pblocalrole:justified	pbschema:ARG1	va:Theme
pbdata:substantiate-01__1	pblocalrole:justified	pbschema:ARG-PPT	va:Theme
pbdata:substitute-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:substitute-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:substitute-01__1	pblocalrole:thing_being_preferred	pbschema:ARG1	va:Co-Theme
pbdata:substitute-01__1	pblocalrole:thing_being_preferred	pbschema:ARG-PPT	va:Co-Theme
pbdata:substitute-01__2	pblocalrole:other_item_in_exchange	pbschema:ARG2	
pbdata:substitute-01__2	pblocalrole:other_item_in_exchange	pbschema:ARG-PPT	
pbdata:substitute-01__3	pblocalrole:benefactive	pbschema:ARG3	va:Theme
pbdata:substitute-01__3	pblocalrole:benefactive	pbschema:ARG-GOL	va:Theme
pbdata:subsume-01__1	pblocalrole:thing_included	pbschema:ARG1	va:Patient
pbdata:subsume-01__1	pblocalrole:thing_included	pbschema:ARG-PPT	va:Patient
pbdata:subsume-01__2	pblocalrole:included_in	pbschema:ARG2	va:Goal
pbdata:subsume-01__2	pblocalrole:included_in	pbschema:ARG-GOL	va:Goal
pbdata:subtherapeutic-01__1	pblocalrole:suboptimal_thing	pbschema:ARG1	
pbdata:subtherapeutic-01__1	pblocalrole:suboptimal_thing	pbschema:ARG-PPT	
pbdata:subtherapeutic-01__2	pblocalrole:measurement	pbschema:ARG2	
pbdata:subtherapeutic-01__2	pblocalrole:measurement	pbschema:ARG-VSP	
pbdata:subtitle-01__0	pblocalrole:translator	pbschema:ARG0	
pbdata:subtitle-01__0	pblocalrole:translator	pbschema:ARG-PAG	
pbdata:subtitle-01__0	pblocalrole:translator	pbschema:ARG0	
pbdata:subtitle-01__0	pblocalrole:translator	pbschema:ARG-PAG	
pbdata:subtitle-01__1	pblocalrole:movie	pbschema:ARG1	
pbdata:subtitle-01__1	pblocalrole:movie	pbschema:ARG-PPT	
pbdata:subtitle-01__2	pblocalrole:target_language	pbschema:ARG2	
pbdata:subtitle-01__2	pblocalrole:target_language	pbschema:ARG-PRD	
pbdata:subtitle-02__0	pblocalrole:author	pbschema:ARG0	va:Agent
pbdata:subtitle-02__0	pblocalrole:author	pbschema:ARG-PAG	va:Agent
pbdata:subtitle-02__0	pblocalrole:author	pbschema:ARG0	va:Agent
pbdata:subtitle-02__0	pblocalrole:author	pbschema:ARG-PAG	va:Agent
pbdata:subtitle-02__1	pblocalrole:magnum_opus	pbschema:ARG1	va:Theme
pbdata:subtitle-02__1	pblocalrole:magnum_opus	pbschema:ARG-PPT	va:Theme
pbdata:subtitle-02__2	pblocalrole:secondary_title	pbschema:ARG2	va:Result
pbdata:subtitle-02__2	pblocalrole:secondary_title	pbschema:ARG-PRD	va:Result
pbdata:subtle-01__0	pblocalrole:subtle_entity	pbschema:ARG0	
pbdata:subtle-01__0	pblocalrole:subtle_entity	pbschema:ARG-PAG	
pbdata:subtle-01__1	pblocalrole:about_what	pbschema:ARG1	
pbdata:subtle-01__1	pblocalrole:about_what	pbschema:ARG-PPT	
pbdata:subtract-01__0	pblocalrole:subtracter	pbschema:ARG0	va:Agent
pbdata:subtract-01__0	pblocalrole:subtracter	pbschema:ARG-PAG	va:Agent
pbdata:subtract-01__1	pblocalrole:thing_being_subtracted	pbschema:ARG1	va:Patient
pbdata:subtract-01__1	pblocalrole:thing_being_subtracted	pbschema:ARG-PPT	va:Patient
pbdata:subtract-01__2	pblocalrole:thing_being_subtracted_from	pbschema:ARG2	va:Source
pbdata:subtract-01__2	pblocalrole:thing_being_subtracted_from	pbschema:ARG-DIR	va:Source
pbdata:subtype-01__0	pblocalrole:categorizer	pbschema:ARG0	
pbdata:subtype-01__0	pblocalrole:categorizer	pbschema:ARG-PAG	
pbdata:subtype-01__1	pblocalrole:thing_categorized	pbschema:ARG1	
pbdata:subtype-01__1	pblocalrole:thing_categorized	pbschema:ARG-PPT	
pbdata:subtype-01__2	pblocalrole:the_subtype	pbschema:ARG2	
pbdata:subtype-01__2	pblocalrole:the_subtype	pbschema:ARG-PRD	
pbdata:subtype-01__3	pblocalrole:the_broader_category	pbschema:ARG3	
pbdata:subtype-01__3	pblocalrole:the_broader_category	pbschema:ARG-VSP	
pbdata:subvert-01__0	pblocalrole:corrupter	pbschema:ARG0	va:Agent
pbdata:subvert-01__0	pblocalrole:corrupter	pbschema:ARG-PAG	va:Agent
pbdata:subvert-01__1	pblocalrole:entity_subverted	pbschema:ARG1	va:Patient
pbdata:subvert-01__1	pblocalrole:entity_subverted	pbschema:ARG-PPT	va:Patient
pbdata:subvert-01__2	pblocalrole:entity_subverted_from	pbschema:ARG2	va:Instrument
pbdata:subvert-01__2	pblocalrole:entity_subverted_from	pbschema:ARG-DIR	va:Instrument
pbdata:succeed-01__0	pblocalrole:entity_succeeding	pbschema:ARG0	va:Agent
pbdata:succeed-01__0	pblocalrole:entity_succeeding	pbschema:ARG-PAG	va:Agent
pbdata:succeed-01__1	pblocalrole:task	pbschema:ARG1	va:Goal
pbdata:succeed-01__1	pblocalrole:task	pbschema:ARG-PPT	va:Goal
pbdata:succeed-02__0	pblocalrole:successor	pbschema:ARG0	va:Theme
pbdata:succeed-02__0	pblocalrole:successor	pbschema:ARG-PAG	va:Theme
pbdata:succeed-02__1	pblocalrole:entity_being_replaced	pbschema:ARG1	va:Co-Theme
pbdata:succeed-02__1	pblocalrole:entity_being_replaced	pbschema:ARG-PPT	va:Co-Theme
pbdata:succeed-02__2	pblocalrole:attributive	pbschema:ARG2	va:Attribute
pbdata:succeed-02__2	pblocalrole:attributive	pbschema:ARG-PRD	va:Attribute
pbdata:succeed-03__1	pblocalrole:thing_coming_after	pbschema:ARG1	va:Theme
pbdata:succeed-03__1	pblocalrole:thing_coming_after	pbschema:ARG-PPT	va:Theme
pbdata:succeed-03__2	pblocalrole:thing_going_before	pbschema:ARG2	va:Co-Theme
pbdata:succeed-03__2	pblocalrole:thing_going_before	pbschema:ARG-PPT	va:Co-Theme
pbdata:succinct-01__0	pblocalrole:entity_giving_a_clear	pbschema:ARG0	
pbdata:succinct-01__0	pblocalrole:entity_giving_a_clear	pbschema:ARG-PAG	
pbdata:succinct-01__1	pblocalrole:the_clear_and_concise_account	pbschema:ARG1	
pbdata:succinct-01__1	pblocalrole:the_clear_and_concise_account	pbschema:ARG-PPT	
pbdata:succor-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:succor-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:succor-01__1	pblocalrole:benefactive	pbschema:ARG1	
pbdata:succor-01__1	pblocalrole:benefactive	pbschema:ARG-GOL	
pbdata:succor-01__2	pblocalrole:helped_with_what	pbschema:ARG2	
pbdata:succor-01__2	pblocalrole:helped_with_what	pbschema:ARG-PPT	
pbdata:succumb-01__0	pblocalrole:entity_giving_in	pbschema:ARG0	va:Agent
pbdata:succumb-01__0	pblocalrole:entity_giving_in	pbschema:ARG-PAG	va:Agent
pbdata:succumb-01__1	pblocalrole:succumbed_to	pbschema:ARG1	va:Cause
pbdata:succumb-01__1	pblocalrole:succumbed_to	pbschema:ARG-PPT	va:Cause
pbdata:suck-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:suck-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:suck-01__1	pblocalrole:entity_sucked	pbschema:ARG1	va:Patient
pbdata:suck-01__1	pblocalrole:entity_sucked	pbschema:ARG-PPT	va:Patient
pbdata:suck-01__2	pblocalrole:source	pbschema:ARG2	va:Source
pbdata:suck-01__2	pblocalrole:source	pbschema:ARG-DIR	va:Source
pbdata:suck-03__0	pblocalrole:untalented	pbschema:ARG0	
pbdata:suck-03__0	pblocalrole:untalented	pbschema:ARG-PAG	
pbdata:suck-03__0	pblocalrole:untalented	pbschema:ARG0	
pbdata:suck-03__0	pblocalrole:untalented	pbschema:ARG-PAG	
pbdata:suck-03__1	pblocalrole:non-talent	pbschema:ARG1	
pbdata:suck-03__1	pblocalrole:non-talent	pbschema:ARG-PPT	
pbdata:suck-up-02__0	pblocalrole:one_who_must_endure_the_situation	pbschema:ARG0	
pbdata:suck-up-02__0	pblocalrole:one_who_must_endure_the_situation	pbschema:ARG-PAG	
pbdata:suck-up-02__1	pblocalrole:thing_sucked_up	pbschema:ARG1	
pbdata:suck-up-02__1	pblocalrole:thing_sucked_up	pbschema:ARG-PPT	
pbdata:suck-up-04__0	pblocalrole:brown_noser	pbschema:ARG0	
pbdata:suck-up-04__0	pblocalrole:brown_noser	pbschema:ARG-PAG	
pbdata:suck-up-04__1	pblocalrole:entity_sucked_up_to	pbschema:ARG1	
pbdata:suck-up-04__1	pblocalrole:entity_sucked_up_to	pbschema:ARG-PPT	
pbdata:suckle-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:suckle-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:suckle-01__1	pblocalrole:thing_given	pbschema:ARG1	
pbdata:suckle-01__1	pblocalrole:thing_given	pbschema:ARG-PPT	
pbdata:suckle-01__2	pblocalrole:recipient	pbschema:ARG2	
pbdata:suckle-01__2	pblocalrole:recipient	pbschema:ARG-GOL	
pbdata:suction-05__0	pblocalrole:suctioner	pbschema:ARG0	
pbdata:suction-05__0	pblocalrole:suctioner	pbschema:ARG-PAG	
pbdata:suction-05__1	pblocalrole:thing_suctioned	pbschema:ARG1	
pbdata:suction-05__1	pblocalrole:thing_suctioned	pbschema:ARG-PPT	
pbdata:suction-05__2	pblocalrole:suctioned_from	pbschema:ARG2	
pbdata:suction-05__2	pblocalrole:suctioned_from	pbschema:ARG-DIR	
pbdata:sue-02__0	pblocalrole:prosecutor	pbschema:ARG0	
pbdata:sue-02__0	pblocalrole:prosecutor	pbschema:ARG-PAG	
pbdata:sue-02__0	pblocalrole:prosecutor	pbschema:ARG0	
pbdata:sue-02__0	pblocalrole:prosecutor	pbschema:ARG-PAG	
pbdata:sue-02__1	pblocalrole:defendant	pbschema:ARG1	
pbdata:sue-02__1	pblocalrole:defendant	pbschema:ARG-PPT	
pbdata:sue-02__2	pblocalrole:type	pbschema:ARG2	
pbdata:sue-02__2	pblocalrole:type	pbschema:ARG-VSP	
pbdata:sue-02__3	pblocalrole:intended_prize	pbschema:ARG3	
pbdata:sue-02__3	pblocalrole:intended_prize	pbschema:ARG-PRP	
pbdata:suffer-01__0	pblocalrole:entity_suffering	pbschema:ARG0	va:Experiencer
pbdata:suffer-01__0	pblocalrole:entity_suffering	pbschema:ARG-PPT	va:Experiencer
pbdata:suffer-01__1	pblocalrole:malady	pbschema:ARG1	va:Agent
pbdata:suffer-01__1	pblocalrole:malady	pbschema:ARG-PAG	va:Agent
pbdata:suffice-01__0	pblocalrole:sufficient_thing	pbschema:ARG0	va:Theme
pbdata:suffice-01__0	pblocalrole:sufficient_thing	pbschema:ARG-PAG	va:Theme
pbdata:suffice-01__1	pblocalrole:entity_satisfied_by_arg_0	pbschema:ARG1	va:Goal
pbdata:suffice-01__1	pblocalrole:entity_satisfied_by_arg_0	pbschema:ARG-PPT	va:Goal
pbdata:suffocate-01__0	pblocalrole:cause_of_not-breathing	pbschema:ARG0	va:Agent
pbdata:suffocate-01__0	pblocalrole:cause_of_not-breathing	pbschema:ARG-PAG	va:Agent
pbdata:suffocate-01__1	pblocalrole:entity_not_breathing	pbschema:ARG1	va:Patient
pbdata:suffocate-01__1	pblocalrole:entity_not_breathing	pbschema:ARG-PPT	va:Patient
pbdata:suffocate-01__2	pblocalrole:instrument	pbschema:ARG2	va:Instrument
pbdata:suffocate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	va:Instrument
pbdata:suffuse-01__0	pblocalrole:a_lot_of_what	pbschema:ARG0	
pbdata:suffuse-01__0	pblocalrole:a_lot_of_what	pbschema:ARG-PAG	
pbdata:suffuse-01__1	pblocalrole:thing_with_a_lot	pbschema:ARG1	
pbdata:suffuse-01__1	pblocalrole:thing_with_a_lot	pbschema:ARG-PPT	
pbdata:sugar-01__0	pblocalrole:causer_of_sweetening	pbschema:ARG0	
pbdata:sugar-01__0	pblocalrole:causer_of_sweetening	pbschema:ARG-PAG	
pbdata:sugar-01__1	pblocalrole:entity_sweetened	pbschema:ARG1	
pbdata:sugar-01__1	pblocalrole:entity_sweetened	pbschema:ARG-PPT	
pbdata:sugarcoat-01__0	pblocalrole:coater	pbschema:ARG0	
pbdata:sugarcoat-01__0	pblocalrole:coater	pbschema:ARG-PAG	
pbdata:sugarcoat-01__1	pblocalrole:thing_now_candy-coated	pbschema:ARG1	
pbdata:sugarcoat-01__1	pblocalrole:thing_now_candy-coated	pbschema:ARG-PPT	
pbdata:sugarcoat-01__2	pblocalrole:sugar_itself	pbschema:ARG2	
pbdata:sugarcoat-01__2	pblocalrole:sugar_itself	pbschema:ARG-MNR	
pbdata:suggest-01__0	pblocalrole:sayer	pbschema:ARG0	va:Agent
pbdata:suggest-01__0	pblocalrole:sayer	pbschema:ARG-PAG	va:Agent
pbdata:suggest-01__1	pblocalrole:utterance	pbschema:ARG1	va:Topic
pbdata:suggest-01__1	pblocalrole:utterance	pbschema:ARG-PPT	va:Topic
pbdata:suggest-01__2	pblocalrole:hearer	pbschema:ARG2	va:Recipient
pbdata:suggest-01__2	pblocalrole:hearer	pbschema:ARG-GOL	va:Recipient
pbdata:suggest-02__0	pblocalrole:sexually_suggestive_entity	pbschema:ARG0	
pbdata:suggest-02__0	pblocalrole:sexually_suggestive_entity	pbschema:ARG-PAG	
pbdata:suggest-02__1	pblocalrole:explicit_mention_of_sexual_suggestion	pbschema:ARG1	
pbdata:suggest-02__1	pblocalrole:explicit_mention_of_sexual_suggestion	pbschema:ARG-PPT	
pbdata:suggest-02__2	pblocalrole:suggested_to	pbschema:ARG2	
pbdata:suggest-02__2	pblocalrole:suggested_to	pbschema:ARG-GOL	
pbdata:suicidal-01__0	pblocalrole:stimulus	pbschema:ARG0	
pbdata:suicidal-01__0	pblocalrole:stimulus	pbschema:ARG-CAU	
pbdata:suicidal-01__1	pblocalrole:suicidal_entity	pbschema:ARG1	
pbdata:suicidal-01__1	pblocalrole:suicidal_entity	pbschema:ARG-PPT	
pbdata:suit-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:suit-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:suit-01__1	pblocalrole:suitable_thing	pbschema:ARG1	va:Value
pbdata:suit-01__1	pblocalrole:suitable_thing	pbschema:ARG-PPT	va:Value
pbdata:suit-01__2	pblocalrole:suitable_to	pbschema:ARG2	va:Location
pbdata:suit-01__2	pblocalrole:suitable_to	pbschema:ARG-GOL	va:Location
pbdata:suit-up-03__0	pblocalrole:person_suiting_up	pbschema:ARG0	
pbdata:suit-up-03__0	pblocalrole:person_suiting_up	pbschema:ARG-PAG	
pbdata:suitable-04__1	pblocalrole:suitable_thing	pbschema:ARG1	
pbdata:suitable-04__1	pblocalrole:suitable_thing	pbschema:ARG-PPT	
pbdata:suitable-04__2	pblocalrole:suitable_for_what	pbschema:ARG2	
pbdata:suitable-04__2	pblocalrole:suitable_for_what	pbschema:ARG-PRP	
pbdata:sulfurize-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:sulfurize-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:sulfurize-01__1	pblocalrole:entity_now_sulfurized	pbschema:ARG1	
pbdata:sulfurize-01__1	pblocalrole:entity_now_sulfurized	pbschema:ARG-PPT	
pbdata:sulk-01__0	pblocalrole:moper	pbschema:ARG0	
pbdata:sulk-01__0	pblocalrole:moper	pbschema:ARG-PAG	
pbdata:sulk-01__1	pblocalrole:about_what	pbschema:ARG1	
pbdata:sulk-01__1	pblocalrole:about_what	pbschema:ARG-PPT	
pbdata:sully-01__0	pblocalrole:cause	pbschema:ARG0	va:Agent
pbdata:sully-01__0	pblocalrole:cause	pbschema:ARG-PAG	va:Agent
pbdata:sully-01__0	pblocalrole:cause	pbschema:ARG0	va:Agent
pbdata:sully-01__0	pblocalrole:cause	pbschema:ARG-PAG	va:Agent
pbdata:sully-01__1	pblocalrole:thing_becoming_defiled	pbschema:ARG1	va:Theme
pbdata:sully-01__1	pblocalrole:thing_becoming_defiled	pbschema:ARG-GOL	va:Theme
pbdata:sully-01__2	pblocalrole:instrument_if_separate_from_arg_0	pbschema:ARG2	va:Instrument
pbdata:sully-01__2	pblocalrole:instrument_if_separate_from_arg_0	pbschema:ARG-PPT	va:Instrument
pbdata:sulphur-01__0	pblocalrole:causer_of_sulphuring	pbschema:ARG0	
pbdata:sulphur-01__0	pblocalrole:causer_of_sulphuring	pbschema:ARG-PAG	
pbdata:sulphur-01__1	pblocalrole:sulphur_proper	pbschema:ARG1	
pbdata:sulphur-01__1	pblocalrole:sulphur_proper	pbschema:ARG-PPT	
pbdata:sulphur-01__2	pblocalrole:thing_sulphured	pbschema:ARG2	
pbdata:sulphur-01__2	pblocalrole:thing_sulphured	pbschema:ARG-GOL	
pbdata:sum-02__0	pblocalrole:agent	pbschema:ARG0	
pbdata:sum-02__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:sum-02__1	pblocalrole:first_thing_added_or_all_things	pbschema:ARG1	
pbdata:sum-02__1	pblocalrole:first_thing_added_or_all_things	pbschema:ARG-PPT	
pbdata:sum-02__2	pblocalrole:combined_with	pbschema:ARG2	
pbdata:sum-02__2	pblocalrole:combined_with	pbschema:ARG-PPT	
pbdata:sum-02__3	pblocalrole:cummulative_result	pbschema:ARG3	
pbdata:sum-02__3	pblocalrole:cummulative_result	pbschema:ARG-PRD	
pbdata:sum-up-01__0	pblocalrole:summarizer	pbschema:ARG0	
pbdata:sum-up-01__0	pblocalrole:summarizer	pbschema:ARG-PAG	
pbdata:sum-up-01__1	pblocalrole:thing_summarized	pbschema:ARG1	
pbdata:sum-up-01__1	pblocalrole:thing_summarized	pbschema:ARG-PPT	
pbdata:sum-up-01__2	pblocalrole:as	pbschema:ARG2	
pbdata:sum-up-01__2	pblocalrole:as	pbschema:ARG-PRD	
pbdata:summarize-01__0	pblocalrole:editor	pbschema:ARG0	va:Agent
pbdata:summarize-01__0	pblocalrole:editor	pbschema:ARG-PAG	va:Agent
pbdata:summarize-01__1	pblocalrole:thing_summarized	pbschema:ARG1	va:Topic
pbdata:summarize-01__1	pblocalrole:thing_summarized	pbschema:ARG-PPT	va:Topic
pbdata:summarize-01__2	pblocalrole:summary	pbschema:ARG2	va:Result
pbdata:summarize-01__2	pblocalrole:summary	pbschema:ARG-PRD	va:Result
pbdata:summer-01__0	pblocalrole:summer_vacationer	pbschema:ARG0	
pbdata:summer-01__0	pblocalrole:summer_vacationer	pbschema:ARG-PPT	
pbdata:summer-01__0	pblocalrole:summer_vacationer	pbschema:ARG0	
pbdata:summer-01__0	pblocalrole:summer_vacationer	pbschema:ARG-PPT	
pbdata:summer-01__1	pblocalrole:location_of_summer_vacation	pbschema:ARG1	
pbdata:summer-01__1	pblocalrole:location_of_summer_vacation	pbschema:ARG-LOC	
pbdata:summit-01__0	pblocalrole:one_party	pbschema:ARG0	
pbdata:summit-01__0	pblocalrole:one_party	pbschema:ARG-PAG	
pbdata:summit-01__1	pblocalrole:reason_to_meet	pbschema:ARG1	
pbdata:summit-01__1	pblocalrole:reason_to_meet	pbschema:ARG-PPT	
pbdata:summit-01__2	pblocalrole:other_party	pbschema:ARG2	
pbdata:summit-01__2	pblocalrole:other_party	pbschema:ARG-COM	
pbdata:summit-02__0	pblocalrole:mountain_climber	pbschema:ARG0	
pbdata:summit-02__0	pblocalrole:mountain_climber	pbschema:ARG-PAG	
pbdata:summit-02__1	pblocalrole:mountain	pbschema:ARG1	
pbdata:summit-02__1	pblocalrole:mountain	pbschema:ARG-PPT	
pbdata:summon-01__0	pblocalrole:inviter	pbschema:ARG0	va:Agent
pbdata:summon-01__0	pblocalrole:inviter	pbschema:ARG-PAG	va:Agent
pbdata:summon-01__1	pblocalrole:invited	pbschema:ARG1	va:Patient
pbdata:summon-01__1	pblocalrole:invited	pbschema:ARG-PPT	va:Patient
pbdata:summon-01__2	pblocalrole:invited-to	pbschema:ARG2	va:Location
pbdata:summon-01__2	pblocalrole:invited-to	pbschema:ARG-LOC	va:Location
pbdata:summon-forth-02__0	pblocalrole:causer	pbschema:ARG0	
pbdata:summon-forth-02__0	pblocalrole:causer	pbschema:ARG-PAG	
pbdata:summon-forth-02__1	pblocalrole:thing_appearing	pbschema:ARG1	
pbdata:summon-forth-02__1	pblocalrole:thing_appearing	pbschema:ARG-PPT	
pbdata:sunbathe-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:sunbathe-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:sunbathe-01__1	pblocalrole:thing_sunbathed	pbschema:ARG1	va:Theme
pbdata:sunbathe-01__1	pblocalrole:thing_sunbathed	pbschema:ARG-PPT	va:Theme
pbdata:sunburn-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:sunburn-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:sunburn-01__1	pblocalrole:sunburned_thing	pbschema:ARG1	
pbdata:sunburn-01__1	pblocalrole:sunburned_thing	pbschema:ARG-PPT	
pbdata:sunder-01__0	pblocalrole:entity_sundering	pbschema:ARG0	
pbdata:sunder-01__0	pblocalrole:entity_sundering	pbschema:ARG-PAG	
pbdata:sunder-01__1	pblocalrole:entity_sundered	pbschema:ARG1	
pbdata:sunder-01__1	pblocalrole:entity_sundered	pbschema:ARG-PPT	
pbdata:sunder-01__2	pblocalrole:entity_sundered_from	pbschema:ARG2	
pbdata:sunder-01__2	pblocalrole:entity_sundered_from	pbschema:ARG-PPT	
pbdata:sundown-01__1	pblocalrole:psychiatric_patient	pbschema:ARG1	
pbdata:sundown-01__1	pblocalrole:psychiatric_patient	pbschema:ARG-PPT	
pbdata:sup-01__0	pblocalrole:eater	pbschema:ARG0	
pbdata:sup-01__0	pblocalrole:eater	pbschema:ARG-PAG	
pbdata:sup-01__1	pblocalrole:eaten	pbschema:ARG1	
pbdata:sup-01__1	pblocalrole:eaten	pbschema:ARG-PPT	
pbdata:super-01__0	pblocalrole:placer	pbschema:ARG0	va:Agent
pbdata:super-01__0	pblocalrole:placer	pbschema:ARG-PAG	va:Agent
pbdata:super-01__1	pblocalrole:thing_on_top	pbschema:ARG1	va:Theme
pbdata:super-01__1	pblocalrole:thing_on_top	pbschema:ARG-PPT	va:Theme
pbdata:super-01__2	pblocalrole:thing_below	pbschema:ARG2	va:Destination
pbdata:super-01__2	pblocalrole:thing_below	pbschema:ARG-GOL	va:Destination
pbdata:supercharge-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:supercharge-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:supercharge-01__1	pblocalrole:entity_given_more_power	pbschema:ARG1	
pbdata:supercharge-01__1	pblocalrole:entity_given_more_power	pbschema:ARG-PPT	
